#Iteration cv_0 center_0
100 0.78934381 1.570795
200 2.4634556 1.570795
300 0.77814473 1.570795
400 2.1680107 1.570795
500 0.76196509 1.570795
600 2.5975297 1.570795
700 1.1498668 1.570795
800 1.9891008 1.570795
900 1.3361359 1.570795
1000 1.6216096 1.570795
1100 1.0637452 1.570795
1200 1.5030795 1.570795
1300 1.5041969 1.570795
1400 1.4342577 1.570795
1500 1.3155623 1.570795
1600 1.2696376 1.570795
1700 1.3800089 1.570795
1800 1.6609915 1.570795
1900 1.3261462 1.570795
2000 2.0812395 1.570795
2100 1.2947341 1.570795
2200 1.859599 1.570795
2300 1.3283296 1.570795
2400 1.771783 1.570795
2500 1.1784585 1.570795
2600 1.8541289 1.570795
2700 1.4090915 1.570795
2800 1.7214202 1.570795
2900 1.3887104 1.570795
3000 1.6005554 1.570795
3100 1.2134182 1.570795
3200 1.4567141 1.570795
3300 1.3936719 1.570795
3400 1.5211494 1.570795
3500 1.3587389 1.570795
3600 1.4590579 1.570795
3700 1.3335747 1.570795
3800 1.2243844 1.570795
3900 1.6125389 1.570795
4000 1.3456823 1.570795
4100 1.5483947 1.570795
4200 1.616257 1.570795
4300 1.1827179 1.570795
4400 1.7534667 1.570795
4500 1.2874995 1.570795
4600 1.6262889 1.570795
4700 1.3148263 1.570795
4800 1.7718666 1.570795
4900 1.1345882 1.570795
5000 2.0834416 1.570795
5100 1.0364561 1.570795
5200 1.8212996 1.570795
5300 1.1543662 1.570795
5400 1.7470027 1.570795
5500 1.0429651 1.570795
5600 1.8238048 1.570795
5700 1.0659151 1.570795
5800 1.6260955 1.570795
5900 1.2869024 1.570795
6000 1.5724881 1.570795
6100 1.1579015 1.570795
6200 1.8054402 1.570795
6300 1.0541185 1.570795
6400 1.9970077 1.570795
6500 1.0922886 1.570795
6600 1.7263838 1.570795
6700 1.1455655 1.570795
6800 1.6004387 1.570795
6900 1.1733244 1.570795
7000 1.7516374 1.570795
7100 1.17474 1.570795
7200 1.8585177 1.570795
7300 1.2318388 1.570795
7400 1.4933039 1.570795
7500 1.1273501 1.570795
7600 1.692141 1.570795
7700 1.2174968 1.570795
7800 1.7826725 1.570795
7900 1.3216613 1.570795
8000 1.6291515 1.570795
8100 1.2042846 1.570795
8200 1.5503491 1.570795
8300 1.1656961 1.570795
8400 1.5836614 1.570795
8500 1.2679019 1.570795
8600 1.4877146 1.570795
8700 1.4589679 1.570795
8800 1.4402343 1.570795
8900 1.3985676 1.570795
9000 1.4241157 1.570795
9100 1.3469864 1.570795
9200 1.4758605 1.570795
9300 1.4965086 1.570795
9400 1.3860293 1.570795
9500 1.6100785 1.570795
9600 1.3291687 1.570795
9700 1.2766862 1.570795
9800 1.2129495 1.570795
9900 1.4898645 1.570795
10000 1.4829561 1.570795
10100 1.6261189 1.570795
10200 1.3437808 1.570795
10300 1.4701295 1.570795
10400 1.2223712 1.570795
10500 1.4231066 1.570795
10600 1.3904136 1.570795
10700 1.6952774 1.570795
10800 1.4602202 1.570795
10900 1.50912 1.570795
11000 1.2829498 1.570795
11100 1.5059379 1.570795
11200 1.3675424 1.570795
11300 1.5339047 1.570795
11400 1.5841086 1.570795
11500 1.2959096 1.570795
11600 1.4855929 1.570795
11700 1.2379334 1.570795
11800 1.4370713 1.570795
11900 1.3795691 1.570795
12000 1.6066693 1.570795
12100 1.4416863 1.570795
12200 1.56036 1.570795
12300 1.2815144 1.570795
12400 1.3211267 1.570795
12500 1.5408731 1.570795
12600 1.2680965 1.570795
12700 1.5702081 1.570795
12800 1.401777 1.570795
12900 1.6948481 1.570795
