#Iteration cv_0 center_0
100 -0.48667374 0.523598
200 1.0478449 0.523598
300 0.93727435 0.523598
400 0.74265979 0.523598
500 0.64780792 0.523598
600 0.78491054 0.523598
700 0.36432047 0.523598
800 0.512133 0.523598
900 0.92006185 0.523598
1000 0.65688578 0.523598
1100 0.87377448 0.523598
1200 0.4686847 0.523598
1300 0.90873413 0.523598
1400 0.33303902 0.523598
1500 0.49724653 0.523598
1600 0.92090852 0.523598
1700 0.64605089 0.523598
1800 0.67340244 0.523598
1900 0.93081976 0.523598
2000 0.23821579 0.523598
2100 1.4966864 0.523598
2200 0.15906978 0.523598
2300 0.97295967 0.523598
2400 0.65748034 0.523598
2500 0.87354122 0.523598
2600 0.91350517 0.523598
2700 0.098911633 0.523598
2800 0.71384985 0.523598
2900 0.79040888 0.523598
3000 0.74775035 0.523598
3100 0.74136472 0.523598
3200 0.97796262 0.523598
3300 0.79243222 0.523598
3400 1.0819859 0.523598
3500 1.0652456 0.523598
3600 0.68201955 0.523598
3700 0.86825794 0.523598
3800 0.7390185 0.523598
3900 0.79947967 0.523598
4000 0.62367453 0.523598
4100 0.99025384 0.523598
4200 0.74379672 0.523598
4300 0.8965344 0.523598
4400 0.76571668 0.523598
4500 0.85300422 0.523598
4600 0.85086552 0.523598
4700 0.83996145 0.523598
4800 1.0472825 0.523598
4900 0.67523513 0.523598
5000 0.96149582 0.523598
5100 0.7527332 0.523598
5200 0.92139076 0.523598
5300 0.55471268 0.523598
5400 1.2447581 0.523598
5500 0.4414375 0.523598
5600 0.96456505 0.523598
5700 0.50291418 0.523598
5800 0.87239275 0.523598
5900 0.52554856 0.523598
6000 0.93228095 0.523598
6100 1.0133137 0.523598
6200 0.39996508 0.523598
6300 1.0514361 0.523598
6400 0.61494798 0.523598
6500 0.9924247 0.523598
6600 0.35929155 0.523598
6700 0.97988538 0.523598
6800 1.0716173 0.523598
6900 0.44918697 0.523598
7000 0.69906149 0.523598
7100 0.70708645 0.523598
7200 0.7085915 0.523598
7300 1.1907636 0.523598
7400 0.74926958 0.523598
7500 1.0759254 0.523598
7600 0.74565408 0.523598
7700 0.88201229 0.523598
7800 0.68447162 0.523598
7900 0.87522084 0.523598
8000 0.23882338 0.523598
8100 0.94414274 0.523598
8200 1.0691316 0.523598
8300 0.81085494 0.523598
8400 0.78481116 0.523598
8500 0.68361707 0.523598
8600 0.61082526 0.523598
8700 0.80909258 0.523598
8800 1.1434416 0.523598
8900 0.7816259 0.523598
9000 0.83537794 0.523598
9100 0.80154146 0.523598
9200 0.71432571 0.523598
9300 0.78294921 0.523598
9400 0.45071529 0.523598
9500 1.0205439 0.523598
9600 0.69522198 0.523598
9700 0.87459409 0.523598
9800 0.74854813 0.523598
9900 0.90038929 0.523598
10000 0.82119602 0.523598
10100 0.70986396 0.523598
10200 0.6148572 0.523598
10300 0.75171627 0.523598
10400 0.82270551 0.523598
10500 0.80619184 0.523598
10600 1.0321646 0.523598
10700 0.93156208 0.523598
10800 0.72967538 0.523598
10900 0.71585933 0.523598
11000 0.64991368 0.523598
11100 0.70892522 0.523598
11200 0.67015003 0.523598
11300 0.86453677 0.523598
11400 0.78221728 0.523598
11500 0.65727732 0.523598
11600 0.93469494 0.523598
11700 0.72825495 0.523598
11800 0.90899304 0.523598
11900 0.57898242 0.523598
12000 0.65915812 0.523598
12100 0.94879351 0.523598
12200 1.084875 0.523598
12300 0.77442206 0.523598
12400 0.78600604 0.523598
12500 0.72587272 0.523598
12600 0.40407013 0.523598
12700 1.2637151 0.523598
12800 0.45782072 0.523598
12900 0.77356282 0.523598
13000 0.81297147 0.523598
13100 0.76758091 0.523598
13200 1.1057634 0.523598
13300 0.80054611 0.523598
13400 1.073344 0.523598
13500 0.89931837 0.523598
13600 0.82077744 0.523598
13700 0.77811866 0.523598
13800 0.82384733 0.523598
13900 0.68291106 0.523598
14000 0.68733743 0.523598
14100 1.0055385 0.523598
14200 0.85666154 0.523598
14300 0.77089209 0.523598
14400 0.78713752 0.523598
14500 0.74141067 0.523598
14600 0.64911855 0.523598
14700 1.2682262 0.523598
14800 0.29495045 0.523598
14900 0.84203885 0.523598
15000 0.55328536 0.523598
15100 0.7528996 0.523598
15200 0.69216986 0.523598
15300 0.75369566 0.523598
15400 1.1907385 0.523598
15500 0.62213702 0.523598
15600 0.92091851 0.523598
15700 0.62420185 0.523598
15800 0.82588533 0.523598
15900 0.27698772 0.523598
16000 0.81116509 0.523598
16100 1.008816 0.523598
16200 0.70959859 0.523598
16300 0.92611308 0.523598
16400 0.69029538 0.523598
16500 0.93362368 0.523598
16600 0.43253155 0.523598
16700 1.0866481 0.523598
16800 0.84395009 0.523598
16900 0.85508836 0.523598
17000 0.7624875 0.523598
17100 0.66226111 0.523598
17200 0.70185829 0.523598
17300 0.060838779 0.523598
17400 1.0909977 0.523598
17500 0.87049337 0.523598
17600 0.95699224 0.523598
17700 0.81256275 0.523598
17800 0.98511625 0.523598
17900 0.64681331 0.523598
18000 0.84080147 0.523598
18100 0.72746421 0.523598
18200 0.72751379 0.523598
18300 0.71336356 0.523598
18400 0.82777985 0.523598
18500 0.63539268 0.523598
18600 1.0462537 0.523598
18700 0.54225011 0.523598
18800 0.93006551 0.523598
18900 0.79894258 0.523598
19000 0.92352429 0.523598
19100 0.89540018 0.523598
19200 0.95960599 0.523598
19300 0.92133214 0.523598
19400 0.71957329 0.523598
19500 0.62549369 0.523598
19600 0.74314765 0.523598
19700 0.7151563 0.523598
19800 0.69987409 0.523598
19900 0.91395328 0.523598
20000 0.98167004 0.523598
20100 1.028275 0.523598
20200 0.82939505 0.523598
20300 0.97846294 0.523598
20400 0.7941119 0.523598
20500 1.000583 0.523598
20600 0.76547661 0.523598
20700 0.48343429 0.523598
20800 0.98127275 0.523598
20900 0.80235929 0.523598
21000 0.87184983 0.523598
21100 0.82572374 0.523598
21200 0.85822913 0.523598
21300 1.012762 0.523598
21400 0.6196758 0.523598
21500 0.84815952 0.523598
21600 0.79676017 0.523598
21700 0.78859377 0.523598
21800 0.88786588 0.523598
21900 0.89627773 0.523598
22000 0.70324585 0.523598
22100 0.44075409 0.523598
22200 0.81874109 0.523598
22300 0.63623761 0.523598
22400 0.95689345 0.523598
22500 0.66540755 0.523598
22600 1.3140385 0.523598
