#Iteration cv_0 center_0
100 -0.4183652 -1.047197
200 -1.10562 -1.047197
300 -1.2054466 -1.047197
400 -1.3138218 -1.047197
500 -0.64766425 -1.047197
600 -0.96941531 -1.047197
700 -2.1363953 -1.047197
800 -0.8674031 -1.047197
900 -1.1468864 -1.047197
1000 -1.0780905 -1.047197
1100 -1.5225974 -1.047197
1200 -1.40899 -1.047197
1300 -0.75389202 -1.047197
1400 -1.288698 -1.047197
1500 -1.5609452 -1.047197
1600 -1.1960836 -1.047197
1700 -1.2218877 -1.047197
1800 -0.78185424 -1.047197
1900 -1.3718176 -1.047197
2000 -1.2185544 -1.047197
2100 -0.9832747 -1.047197
2200 -1.0479465 -1.047197
2300 -1.1696654 -1.047197
2400 -1.4243894 -1.047197
2500 -1.1462684 -1.047197
2600 -0.93238856 -1.047197
2700 -1.6746571 -1.047197
2800 -1.027967 -1.047197
2900 -1.3143081 -1.047197
3000 -0.99213094 -1.047197
3100 -1.3911507 -1.047197
3200 -0.97560484 -1.047197
3300 -1.2339066 -1.047197
3400 -0.58377674 -1.047197
3500 -1.0690973 -1.047197
3600 -0.98906024 -1.047197
3700 -1.304327 -1.047197
3800 -0.95817795 -1.047197
3900 -0.81880393 -1.047197
4000 -1.0753514 -1.047197
4100 -1.3241449 -1.047197
4200 -1.0376592 -1.047197
4300 -1.3924875 -1.047197
4400 -0.9985445 -1.047197
4500 -1.6316911 -1.047197
4600 -0.94578523 -1.047197
4700 -1.047644 -1.047197
4800 -1.2916081 -1.047197
4900 -0.874497 -1.047197
5000 -1.4991031 -1.047197
5100 -1.1051949 -1.047197
5200 -0.60350363 -1.047197
5300 -1.7755557 -1.047197
5400 -0.92139155 -1.047197
5500 -1.0717354 -1.047197
5600 -0.91230195 -1.047197
5700 -1.1109767 -1.047197
5800 -1.1274054 -1.047197
5900 -1.0463161 -1.047197
6000 -0.80849897 -1.047197
6100 -1.3274614 -1.047197
6200 -1.024744 -1.047197
6300 -1.3315181 -1.047197
6400 -0.97691228 -1.047197
6500 -1.1970373 -1.047197
6600 -1.1869181 -1.047197
6700 -1.2754463 -1.047197
6800 -1.0304599 -1.047197
6900 -1.1687864 -1.047197
7000 -1.198334 -1.047197
7100 -1.2798085 -1.047197
7200 -1.2413803 -1.047197
7300 -0.91668221 -1.047197
7400 -1.222695 -1.047197
7500 -0.96972311 -1.047197
7600 -1.2598109 -1.047197
7700 -1.0473924 -1.047197
7800 -0.93725696 -1.047197
7900 -0.94226242 -1.047197
8000 -1.3405323 -1.047197
8100 -1.0257679 -1.047197
8200 -1.0962186 -1.047197
8300 -0.92058406 -1.047197
8400 -1.0658085 -1.047197
8500 -1.2696778 -1.047197
8600 -1.4391743 -1.047197
8700 -1.0879041 -1.047197
8800 -1.1969364 -1.047197
8900 -1.1279046 -1.047197
9000 -1.1384238 -1.047197
9100 -1.3673385 -1.047197
9200 -1.016881 -1.047197
9300 -0.9246147 -1.047197
9400 -1.0865002 -1.047197
9500 -1.1472982 -1.047197
9600 -1.0916116 -1.047197
9700 -1.0554551 -1.047197
9800 -0.96350403 -1.047197
9900 -1.3110507 -1.047197
10000 -1.0502428 -1.047197
10100 -1.3062892 -1.047197
10200 -1.0160528 -1.047197
10300 -1.4399493 -1.047197
10400 -0.96727279 -1.047197
10500 -1.4487475 -1.047197
10600 -0.98660774 -1.047197
10700 -1.1658865 -1.047197
10800 -1.021904 -1.047197
10900 -0.90200397 -1.047197
11000 -1.0179692 -1.047197
11100 -0.87478596 -1.047197
11200 -1.2488 -1.047197
11300 -0.94804154 -1.047197
11400 -1.2996453 -1.047197
11500 -0.90617752 -1.047197
