#Iteration cv_0 center_0
100 0.4183648 1.047197
200 1.1056201 1.047197
300 1.2054466 1.047197
400 1.3138223 1.047197
500 0.64766226 1.047197
600 0.96941845 1.047197
700 2.1363931 1.047197
800 0.8674065 1.047197
900 1.146883 1.047197
1000 1.0780904 1.047197
1100 1.5225905 1.047197
1200 1.4089899 1.047197
1300 0.753886 1.047197
1400 1.288702 1.047197
1500 1.5609553 1.047197
1600 1.1960636 1.047197
1700 1.2218749 1.047197
1800 0.78185843 1.047197
1900 1.3718547 1.047197
2000 1.2185063 1.047197
2100 0.98323786 1.047197
2200 1.0475724 1.047197
2300 1.1699187 1.047197
2400 1.4238395 1.047197
2500 1.1455489 1.047197
2600 0.93511304 1.047197
2700 1.6688329 1.047197
2800 1.026105 1.047197
2900 1.3170597 1.047197
3000 0.99489734 1.047197
3100 1.3932914 1.047197
3200 0.96279177 1.047197
3300 1.2556472 1.047197
3400 0.55557342 1.047197
3500 1.081979 1.047197
3600 0.98937621 1.047197
3700 1.3153459 1.047197
3800 0.94169611 1.047197
3900 0.64078469 1.047197
4000 1.1957089 1.047197
4100 1.306483 1.047197
4200 1.1658352 1.047197
4300 1.2422198 1.047197
4400 1.0764829 1.047197
4500 1.4733606 1.047197
4600 1.4861671 1.047197
4700 1.0185965 1.047197
4800 1.3504938 1.047197
4900 1.1000222 1.047197
5000 1.1982954 1.047197
5100 1.0703896 1.047197
5200 0.7834564 1.047197
5300 1.3688562 1.047197
5400 0.61486071 1.047197
5500 1.3127086 1.047197
5600 1.0327262 1.047197
5700 1.3475577 1.047197
5800 1.0250056 1.047197
5900 1.0305313 1.047197
6000 1.6769172 1.047197
6100 1.1150757 1.047197
6200 1.0490979 1.047197
6300 1.0566037 1.047197
6400 1.2710774 1.047197
6500 1.3664464 1.047197
6600 1.1414422 1.047197
6700 0.86992887 1.047197
6800 1.1122585 1.047197
6900 1.1389146 1.047197
7000 1.3171737 1.047197
7100 1.3554784 1.047197
7200 1.1070273 1.047197
7300 0.84999757 1.047197
7400 1.1564161 1.047197
7500 1.1241292 1.047197
7600 1.2008241 1.047197
7700 0.98400974 1.047197
7800 1.0360494 1.047197
7900 1.0004747 1.047197
8000 1.2340617 1.047197
8100 1.0899086 1.047197
8200 1.2882479 1.047197
8300 1.0530824 1.047197
8400 1.3884842 1.047197
8500 0.79189095 1.047197
8600 1.4473546 1.047197
8700 1.0029401 1.047197
8800 1.2280514 1.047197
8900 0.9852212 1.047197
9000 1.0696107 1.047197
9100 0.8625466 1.047197
9200 1.3307691 1.047197
9300 1.0956159 1.047197
9400 1.1697864 1.047197
9500 1.0898077 1.047197
9600 1.1138565 1.047197
