#Iteration cv_0 center_0
100 -2.4164851 -2.617992
200 2.8825254 -2.617992
300 -1.3951453 -2.617992
400 -2.8023151 -2.617992
500 -2.5892137 -2.617992
600 -2.9432193 -2.617992
700 -2.6990898 -2.617992
800 -2.8651196 -2.617992
900 -2.6424619 -2.617992
1000 -2.0522742 -2.617992
1100 2.8702927 -2.617992
1200 -2.3913452 -2.617992
1300 -2.9842739 -2.617992
1400 -2.6386685 -2.617992
1500 3.094058 -2.617992
1600 -1.9014978 -2.617992
1700 2.8733154 -2.617992
1800 -2.4455093 -2.617992
1900 -2.9392068 -2.617992
2000 -2.7967562 -2.617992
2100 -2.7309256 -2.617992
2200 -2.958031 -2.617992
2300 -2.4508802 -2.617992
2400 2.8981467 -2.617992
2500 -2.1025826 -2.617992
2600 -3.1363826 -2.617992
2700 -2.5883785 -2.617992
2800 -3.0325399 -2.617992
2900 -2.4809862 -2.617992
3000 2.9436396 -2.617992
3100 -2.0783772 -2.617992
3200 -2.7062542 -2.617992
3300 -2.7379771 -2.617992
3400 -2.9068063 -2.617992
3500 -2.726246 -2.617992
3600 -2.9483411 -2.617992
3700 -2.3070709 -2.617992
3800 -2.7738259 -2.617992
3900 -2.7493061 -2.617992
4000 -2.8581978 -2.617992
4100 -2.709106 -2.617992
4200 -2.9815874 -2.617992
4300 -2.4946963 -2.617992
4400 -2.9730296 -2.617992
4500 -2.3806989 -2.617992
4600 -2.9044837 -2.617992
4700 -2.7010483 -2.617992
4800 -2.9558488 -2.617992
4900 -2.5524446 -2.617992
5000 3.0422755 -2.617992
5100 -2.4176272 -2.617992
5200 -2.8448768 -2.617992
5300 -2.6482593 -2.617992
5400 -2.9636604 -2.617992
5500 -2.6578248 -2.617992
5600 -2.9960765 -2.617992
5700 -2.3427229 -2.617992
5800 -2.8925323 -2.617992
5900 -2.7578825 -2.617992
6000 -2.8047408 -2.617992
6100 -2.8919724 -2.617992
6200 -2.6795961 -2.617992
6300 -2.9560111 -2.617992
6400 -1.9922446 -2.617992
6500 3.0842116 -2.617992
6600 -2.6331371 -2.617992
6700 -2.9607376 -2.617992
6800 -2.623403 -2.617992
6900 -2.9880842 -2.617992
7000 -2.5465333 -2.617992
7100 3.0176044 -2.617992
7200 -2.2484486 -2.617992
7300 -3.0744573 -2.617992
7400 -2.672965 -2.617992
7500 -2.9807215 -2.617992
7600 -2.4216007 -2.617992
7700 2.9623194 -2.617992
7800 -2.2383552 -2.617992
7900 3.0876798 -2.617992
8000 -2.5254521 -2.617992
8100 -3.0455788 -2.617992
8200 -2.5818542 -2.617992
8300 2.9850197 -2.617992
8400 -1.8190249 -2.617992
8500 -2.7802918 -2.617992
8600 -2.6304256 -2.617992
8700 -2.9210469 -2.617992
