#Iteration cv_0 center_0
100 -3.1415895 -3.14159
200 3.1415922 -3.14159
300 -3.1415872 -3.14159
400 3.1415923 -3.14159
500 -3.1415922 -3.14159
600 -3.1415903 -3.14159
700 -3.1415921 -3.14159
800 -3.1415877 -3.14159
900 3.1415902 -3.14159
1000 -3.1415858 -3.14159
1100 3.1415854 -3.14159
1200 -3.141588 -3.14159
1300 -3.141592 -3.14159
1400 -3.1415914 -3.14159
1500 -3.1415901 -3.14159
1600 3.1415901 -3.14159
1700 -3.1415807 -3.14159
1800 3.1415888 -3.14159
1900 -3.1415864 -3.14159
2000 3.1415922 -3.14159
2100 -3.1415902 -3.14159
2200 -3.1415912 -3.14159
2300 -3.1415922 -3.14159
2400 -3.1415851 -3.14159
2500 3.1415909 -3.14159
2600 -3.1415868 -3.14159
2700 3.1415923 -3.14159
2800 -3.1415892 -3.14159
2900 3.1415918 -3.14159
3000 -3.1415915 -3.14159
3100 3.1415826 -3.14159
3200 3.1415726 -3.14159
3300 3.1415922 -3.14159
3400 -3.1415875 -3.14159
3500 -3.1415856 -3.14159
3600 -3.1415799 -3.14159
3700 -3.1415854 -3.14159
3800 -3.1415737 -3.14159
3900 3.1415713 -3.14159
4000 3.1415251 -3.14159
4100 3.1415379 -3.14159
4200 3.1415415 -3.14159
4300 3.1415469 -3.14159
4400 3.1415904 -3.14159
4500 -3.1406296 -3.14159
4600 -3.1411619 -3.14159
4700 -3.1414975 -3.14159
4800 3.1415336 -3.14159
4900 3.1415875 -3.14159
5000 3.1414868 -3.14159
5100 -3.1414793 -3.14159
5200 -3.1407816 -3.14159
5300 -3.1407351 -3.14159
5400 3.1414419 -3.14159
5500 3.1414965 -3.14159
5600 3.1415709 -3.14159
5700 3.1414108 -3.14159
5800 -3.1409522 -3.14159
5900 3.1412332 -3.14159
6000 3.1412774 -3.14159
6100 3.1415305 -3.14159
6200 3.141109 -3.14159
6300 3.1415738 -3.14159
6400 3.1413526 -3.14159
6500 -3.1398352 -3.14159
6600 3.1399727 -3.14159
6700 -3.1409493 -3.14159
6800 3.1410958 -3.14159
6900 3.1412387 -3.14159
7000 -3.1406279 -3.14159
7100 3.1405804 -3.14159
7200 -3.1392902 -3.14159
7300 3.1382803 -3.14159
7400 -3.1409634 -3.14159
7500 3.1403482 -3.14159
7600 3.1415172 -3.14159
7700 -3.1405554 -3.14159
7800 -3.1413943 -3.14159
7900 3.1408389 -3.14159
8000 3.1392674 -3.14159
8100 3.1412195 -3.14159
8200 3.1411749 -3.14159
8300 -3.1409227 -3.14159
8400 -3.1411946 -3.14159
8500 -3.1404761 -3.14159
8600 3.1361294 -3.14159
8700 3.1380981 -3.14159
8800 -3.1399257 -3.14159
8900 -3.1398728 -3.14159
9000 3.140985 -3.14159
9100 3.1411801 -3.14159
9200 3.1410258 -3.14159
9300 3.1389015 -3.14159
9400 -3.139434 -3.14159
9500 3.1398476 -3.14159
9600 3.1411233 -3.14159
9700 3.1414823 -3.14159
9800 -3.1414564 -3.14159
9900 -3.1406915 -3.14159
10000 3.1395566 -3.14159
10100 3.1414062 -3.14159
10200 3.1377965 -3.14159
10300 -3.1395429 -3.14159
10400 -3.1408165 -3.14159
10500 -3.1407521 -3.14159
10600 3.1377752 -3.14159
10700 3.1369366 -3.14159
10800 -3.1392576 -3.14159
10900 -3.1375873 -3.14159
11000 3.1415025 -3.14159
11100 3.140707 -3.14159
11200 -3.1403255 -3.14159
11300 3.1413459 -3.14159
11400 -3.1397848 -3.14159
11500 -3.1390247 -3.14159
11600 -3.1329028 -3.14159
11700 3.1352302 -3.14159
11800 -3.1399496 -3.14159
11900 -3.1399448 -3.14159
12000 -3.1411027 -3.14159
12100 -3.1392352 -3.14159
12200 3.1307312 -3.14159
12300 -3.1400503 -3.14159
12400 3.1413039 -3.14159
12500 -3.1389956 -3.14159
12600 -3.1415432 -3.14159
12700 3.1393428 -3.14159
12800 3.1230583 -3.14159
12900 -3.1189451 -3.14159
13000 3.1359068 -3.14159
13100 -3.139602 -3.14159
13200 3.1372899 -3.14159
13300 -3.1371842 -3.14159
13400 3.1359125 -3.14159
13500 3.1156506 -3.14159
13600 3.1341874 -3.14159
13700 3.1388258 -3.14159
13800 3.1413837 -3.14159
13900 -3.1390728 -3.14159
14000 -3.1362801 -3.14159
14100 -3.140944 -3.14159
14200 -3.125672 -3.14159
14300 -3.1405671 -3.14159
14400 3.1251909 -3.14159
14500 3.1394226 -3.14159
14600 -3.1327655 -3.14159
14700 3.135438 -3.14159
14800 -3.1387486 -3.14159
14900 3.1274667 -3.14159
15000 -3.0936476 -3.14159
15100 -3.1401086 -3.14159
15200 3.1305218 -3.14159
15300 -3.13681 -3.14159
15400 3.139525 -3.14159
15500 -3.1322304 -3.14159
15600 3.1084998 -3.14159
15700 -3.0773428 -3.14159
15800 3.1237421 -3.14159
15900 -3.131137 -3.14159
16000 3.13545 -3.14159
16100 3.1384423 -3.14159
16200 -3.1179751 -3.14159
16300 3.077582 -3.14159
16400 -3.0826832 -3.14159
16500 3.1060841 -3.14159
16600 -3.1240436 -3.14159
16700 3.1290759 -3.14159
16800 3.1357885 -3.14159
16900 -3.1073968 -3.14159
17000 3.1021666 -3.14159
17100 3.1372412 -3.14159
17200 -3.1384734 -3.14159
17300 -3.1303376 -3.14159
17400 3.1171121 -3.14159
17500 -3.1140233 -3.14159
17600 3.1184032 -3.14159
17700 -3.1100299 -3.14159
17800 3.1017707 -3.14159
17900 -3.116734 -3.14159
18000 3.1215528 -3.14159
18100 -3.1301685 -3.14159
18200 -3.1248536 -3.14159
18300 3.1019615 -3.14159
18400 -3.0869858 -3.14159
18500 3.106398 -3.14159
18600 -3.0965379 -3.14159
18700 3.1228104 -3.14159
18800 -3.0978938 -3.14159
18900 3.0825217 -3.14159
19000 -3.1041783 -3.14159
19100 3.0689077 -3.14159
19200 3.1018704 -3.14159
19300 -3.075465 -3.14159
19400 -3.1284607 -3.14159
19500 3.1025028 -3.14159
19600 3.1336601 -3.14159
19700 -3.0333146 -3.14159
19800 2.7957797 -3.14159
19900 -2.6708814 -3.14159
20000 2.9939899 -3.14159
20100 -3.0986949 -3.14159
20200 3.1247858 -3.14159
20300 -3.1331287 -3.14159
20400 -3.1401554 -3.14159
20500 -3.1156335 -3.14159
20600 -3.0005521 -3.14159
20700 3.0062339 -3.14159
20800 -3.0689162 -3.14159
20900 3.0827316 -3.14159
21000 -3.0712513 -3.14159
21100 2.9126965 -3.14159
21200 -2.6197214 -3.14159
21300 2.6261071 -3.14159
21400 -2.8536726 -3.14159
21500 3.0480907 -3.14159
21600 -3.1250477 -3.14159
21700 -3.1079394 -3.14159
21800 2.9963604 -3.14159
21900 -2.6807053 -3.14159
22000 2.8986716 -3.14159
22100 -2.9411448 -3.14159
22200 3.0640586 -3.14159
22300 -3.136897 -3.14159
22400 3.1286065 -3.14159
22500 -3.1313301 -3.14159
22600 -3.0031999 -3.14159
22700 -3.1218945 -3.14159
22800 3.1047328 -3.14159
22900 -3.1137638 -3.14159
23000 3.0837945 -3.14159
23100 -3.0785937 -3.14159
23200 -3.1350988 -3.14159
23300 -3.0318973 -3.14159
23400 -3.0189984 -3.14159
23500 2.990498 -3.14159
23600 -3.0251848 -3.14159
23700 3.0341753 -3.14159
23800 -3.0598253 -3.14159
23900 3.0470351 -3.14159
24000 -2.9435512 -3.14159
24100 3.0289012 -3.14159
24200 3.0897084 -3.14159
24300 -3.0550552 -3.14159
24400 3.0698325 -3.14159
24500 -3.0724879 -3.14159
24600 2.9912042 -3.14159
24700 -2.6419075 -3.14159
24800 2.8603677 -3.14159
24900 -3.0107053 -3.14159
25000 3.0533225 -3.14159
25100 -3.1165587 -3.14159
25200 -3.0680376 -3.14159
25300 3.048067 -3.14159
25400 -3.025892 -3.14159
25500 3.0318032 -3.14159
25600 -3.0846142 -3.14159
25700 3.0841828 -3.14159
25800 -3.0847226 -3.14159
25900 -3.135799 -3.14159
26000 3.033644 -3.14159
26100 -3.0321952 -3.14159
26200 2.9672513 -3.14159
26300 -3.0066693 -3.14159
26400 3.0354517 -3.14159
26500 -3.0634256 -3.14159
26600 3.0837239 -3.14159
26700 3.1141817 -3.14159
26800 -3.0724166 -3.14159
26900 3.1243123 -3.14159
27000 -3.0591827 -3.14159
27100 3.0695452 -3.14159
27200 -3.0680334 -3.14159
27300 3.081241 -3.14159
27400 3.1395859 -3.14159
27500 3.0193399 -3.14159
27600 -3.1239167 -3.14159
27700 3.0849601 -3.14159
27800 -3.108929 -3.14159
27900 3.1051651 -3.14159
28000 3.1186794 -3.14159
28100 -2.9157108 -3.14159
28200 2.7699915 -3.14159
28300 -2.9989926 -3.14159
28400 3.1227069 -3.14159
28500 3.1265279 -3.14159
28600 3.1239164 -3.14159
28700 -3.0538407 -3.14159
28800 2.998016 -3.14159
28900 3.0435617 -3.14159
29000 -2.746093 -3.14159
29100 2.9576774 -3.14159
29200 -3.038827 -3.14159
29300 3.0759531 -3.14159
29400 -3.1372884 -3.14159
29500 -3.1253217 -3.14159
29600 -3.0846612 -3.14159
29700 -3.0983615 -3.14159
29800 2.9695547 -3.14159
29900 -3.0063337 -3.14159
30000 3.0660608 -3.14159
30100 -3.094582 -3.14159
30200 3.0928069 -3.14159
30300 -2.972128 -3.14159
30400 2.871641 -3.14159
30500 3.1127788 -3.14159
30600 -3.0816199 -3.14159
30700 3.1096867 -3.14159
30800 -3.1349869 -3.14159
30900 3.0958156 -3.14159
31000 -2.9517556 -3.14159
31100 2.6964411 -3.14159
31200 -2.8668772 -3.14159
31300 3.0995133 -3.14159
31400 3.1188923 -3.14159
31500 -3.1193108 -3.14159
31600 3.1027743 -3.14159
31700 -2.9791465 -3.14159
31800 2.7973599 -3.14159
31900 -2.8869234 -3.14159
32000 3.0093631 -3.14159
32100 -3.1092517 -3.14159
32200 3.128705 -3.14159
32300 -3.107811 -3.14159
32400 3.138516 -3.14159
32500 2.9481338 -3.14159
32600 -2.9934971 -3.14159
32700 3.036555 -3.14159
32800 -3.0711173 -3.14159
32900 3.0987581 -3.14159
33000 -3.0527965 -3.14159
33100 2.912511 -3.14159
33200 -2.8286083 -3.14159
33300 3.0609976 -3.14159
33400 -3.1277666 -3.14159
33500 -3.126615 -3.14159
33600 3.0978885 -3.14159
33700 -3.0477438 -3.14159
33800 2.8763979 -3.14159
33900 -2.6020781 -3.14159
34000 2.9010155 -3.14159
34100 -3.076621 -3.14159
34200 3.0927673 -3.14159
34300 -3.0996304 -3.14159
34400 3.1372941 -3.14159
34500 3.0614787 -3.14159
34600 -2.9370366 -3.14159
34700 2.9775648 -3.14159
34800 -3.0876621 -3.14159
34900 3.0957383 -3.14159
35000 -3.0710954 -3.14159
35100 3.0775298 -3.14159
35200 -3.1140959 -3.14159
35300 -3.1165856 -3.14159
35400 3.1229533 -3.14159
35500 3.1351347 -3.14159
35600 -3.1252082 -3.14159
35700 -3.1276168 -3.14159
35800 3.0586578 -3.14159
35900 -2.9622503 -3.14159
36000 2.82555 -3.14159
