#Iteration cv_0 center_0
100 1.2871138 2.094393
200 2.6650813 2.094393
300 1.9370667 2.094393
400 2.2249855 2.094393
500 2.5044929 2.094393
600 1.4502876 2.094393
700 2.8589137 2.094393
800 1.8232564 2.094393
900 2.1416234 2.094393
1000 2.4336891 2.094393
1100 1.6949733 2.094393
1200 1.975245 2.094393
1300 2.7694417 2.094393
1400 1.6836696 2.094393
1500 1.5122859 2.094393
1600 2.7815228 2.094393
1700 2.0197266 2.094393
1800 1.7281805 2.094393
1900 2.6548763 2.094393
2000 1.9790432 2.094393
2100 1.9742318 2.094393
2200 2.7248034 2.094393
2300 1.2547915 2.094393
2400 2.7809446 2.094393
2500 1.8968845 2.094393
2600 1.6837648 2.094393
2700 3.1193453 2.094393
2800 1.3917004 2.094393
2900 2.4600155 2.094393
3000 2.3007178 2.094393
3100 1.5980777 2.094393
3200 2.196358 2.094393
3300 2.7957882 2.094393
3400 1.1167304 2.094393
3500 3.0012609 2.094393
3600 1.8778765 2.094393
3700 1.7682342 2.094393
3800 2.841887 2.094393
3900 1.5957951 2.094393
4000 1.8634812 2.094393
4100 2.7096225 2.094393
4200 1.5280488 2.094393
4300 2.3386117 2.094393
4400 2.4568771 2.094393
4500 1.2632161 2.094393
4600 2.4668706 2.094393
4700 2.1856107 2.094393
4800 1.7324559 2.094393
4900 2.6348822 2.094393
5000 2.1572931 2.094393
5100 1.5198003 2.094393
5200 2.5118534 2.094393
5300 2.1487519 2.094393
5400 1.4226819 2.094393
5500 2.3999624 2.094393
5600 2.3326388 2.094393
5700 1.5735937 2.094393
5800 2.2127513 2.094393
5900 2.6139399 2.094393
6000 1.358716 2.094393
6100 2.2736469 2.094393
6200 2.4945045 2.094393
6300 1.7054198 2.094393
6400 1.8125391 2.094393
6500 2.9147332 2.094393
6600 1.5380293 2.094393
6700 2.0588131 2.094393
6800 2.5992755 2.094393
6900 1.848418 2.094393
7000 1.6299571 2.094393
7100 2.765268 2.094393
7200 1.9854746 2.094393
7300 1.7190415 2.094393
7400 2.4269332 2.094393
