#Iteration cv_0 center_0
100 -0.78934424 -1.570795
200 -2.4634548 -1.570795
300 -0.77814606 -1.570795
400 -2.168009 -1.570795
500 -0.76196891 -1.570795
600 -2.5975312 -1.570795
700 -1.1498733 -1.570795
800 -1.9890959 -1.570795
900 -1.3360608 -1.570795
1000 -1.6218271 -1.570795
1100 -1.0634299 -1.570795
1200 -1.5034296 -1.570795
1300 -1.5037666 -1.570795
1400 -1.4321662 -1.570795
1500 -1.3080632 -1.570795
1600 -1.1174288 -1.570795
1700 -1.7045266 -1.570795
1800 -1.6372768 -1.570795
1900 -1.7148953 -1.570795
2000 -1.569947 -1.570795
2100 -1.3078073 -1.570795
2200 -1.511006 -1.570795
2300 -1.279226 -1.570795
2400 -1.8363998 -1.570795
2500 -1.2169857 -1.570795
2600 -1.9512048 -1.570795
2700 -0.97368434 -1.570795
2800 -2.0366585 -1.570795
2900 -1.08017 -1.570795
3000 -1.7659058 -1.570795
3100 -1.1988899 -1.570795
3200 -1.8713731 -1.570795
3300 -1.1546784 -1.570795
3400 -1.7795768 -1.570795
3500 -1.0925822 -1.570795
3600 -1.8905226 -1.570795
3700 -1.1747983 -1.570795
3800 -1.7596814 -1.570795
3900 -1.4433836 -1.570795
4000 -1.5745953 -1.570795
4100 -1.6174946 -1.570795
4200 -1.2996255 -1.570795
4300 -1.6622831 -1.570795
4400 -1.1765317 -1.570795
4500 -1.9356132 -1.570795
4600 -1.1139889 -1.570795
4700 -2.1631155 -1.570795
4800 -1.0259185 -1.570795
4900 -1.7066943 -1.570795
5000 -0.95935351 -1.570795
5100 -1.7517054 -1.570795
5200 -1.2883023 -1.570795
5300 -1.6003045 -1.570795
5400 -1.7272429 -1.570795
5500 -1.2357661 -1.570795
5600 -1.6715019 -1.570795
5700 -1.6267609 -1.570795
5800 -1.1238743 -1.570795
5900 -1.7655206 -1.570795
6000 -1.1324904 -1.570795
6100 -1.9775874 -1.570795
6200 -1.3317108 -1.570795
6300 -1.4236164 -1.570795
6400 -1.2713615 -1.570795
6500 -1.3656605 -1.570795
6600 -1.180453 -1.570795
6700 -1.6904176 -1.570795
6800 -1.5631988 -1.570795
6900 -1.3559803 -1.570795
7000 -1.3522059 -1.570795
7100 -1.3100905 -1.570795
7200 -1.214153 -1.570795
7300 -1.7380481 -1.570795
7400 -1.3209535 -1.570795
7500 -1.7974921 -1.570795
7600 -1.3098541 -1.570795
7700 -1.5609262 -1.570795
7800 -1.0770866 -1.570795
7900 -1.8333512 -1.570795
8000 -1.2789262 -1.570795
8100 -1.6639237 -1.570795
8200 -1.1966703 -1.570795
8300 -1.6958365 -1.570795
8400 -0.98753892 -1.570795
8500 -1.623754 -1.570795
8600 -1.3579524 -1.570795
8700 -1.5496119 -1.570795
8800 -1.2280513 -1.570795
8900 -1.8141279 -1.570795
9000 -1.1359216 -1.570795
9100 -1.7926821 -1.570795
9200 -1.2750355 -1.570795
9300 -1.846656 -1.570795
9400 -1.1928744 -1.570795
9500 -1.7869208 -1.570795
9600 -1.1361109 -1.570795
9700 -1.7551438 -1.570795
9800 -1.2566454 -1.570795
9900 -1.6740386 -1.570795
10000 -1.1121097 -1.570795
10100 -1.7111631 -1.570795
10200 -1.0265487 -1.570795
10300 -1.6736036 -1.570795
10400 -1.1501176 -1.570795
10500 -1.7622345 -1.570795
10600 -1.100203 -1.570795
10700 -1.7093927 -1.570795
10800 -1.0349256 -1.570795
10900 -1.6605643 -1.570795
11000 -1.1965494 -1.570795
11100 -1.7834381 -1.570795
11200 -1.1961196 -1.570795
11300 -1.7926448 -1.570795
11400 -1.2213765 -1.570795
11500 -1.6030688 -1.570795
11600 -1.2862743 -1.570795
11700 -1.5081002 -1.570795
11800 -1.4319179 -1.570795
11900 -1.4464185 -1.570795
12000 -1.5868985 -1.570795
12100 -1.5640463 -1.570795
12200 -1.5275053 -1.570795
12300 -1.3190877 -1.570795
12400 -1.4543856 -1.570795
12500 -1.1526143 -1.570795
12600 -1.7676363 -1.570795
12700 -1.4303806 -1.570795
12800 -1.5622402 -1.570795
12900 -1.3060629 -1.570795
13000 -1.5037175 -1.570795
13100 -1.0302931 -1.570795
13200 -1.7485267 -1.570795
13300 -1.3291445 -1.570795
13400 -1.6857783 -1.570795
13500 -1.2904935 -1.570795
13600 -1.5854798 -1.570795
13700 -1.2898773 -1.570795
13800 -1.4558573 -1.570795
13900 -1.6021463 -1.570795
14000 -1.4824776 -1.570795
14100 -1.3481538 -1.570795
14200 -1.7755752 -1.570795
