-3.0987,-3.0987,-15.818
-3.0361,-3.0987,-17.061
-2.9735,-3.0987,-17.305
-2.9109,-3.0987,-18.019
-2.8483,-3.0987,-18.296
-2.7857,-3.0987,-18.82
-2.7231,-3.0987,-18.939
-2.6605,-3.0987,-19.227
-2.5979,-3.0987,-19.235
-2.5353,-3.0987,-19.198
-2.4727,-3.0987,-19.101
-2.4101,-3.0987,-19.064
-2.3475,-3.0987,-18.999
-2.2849,-3.0987,-18.862
-2.2223,-3.0987,-18.522
-2.1597,-3.0987,-18.368
-2.0971,-3.0987,-17.929
-2.0345,-3.0987,-17.863
-1.9719,-3.0987,-17.338
-1.9093,-3.0987,-17.293
-1.8467,-3.0987,-17.05
-1.7841,-3.0987,-16.449
-1.7215,-3.0987,-16.429
-1.6589,-3.0987,-16.141
-1.5963,-3.0987,-14.846
-1.5337,-3.0987,-15.018
-1.4711,-3.0987,-14.052
-1.4085,-3.0987,-13.639
-1.3459,-3.0987,-13.353
-1.2833,-3.0987,-13.168
-1.2207,-3.0987,-12.883
-1.1581,-3.0987,-12.71
-1.0955,-3.0987,-12.649
-1.0329,-3.0987,-12.412
-0.9703,-3.0987,-12.344
-0.9077,-3.0987,-12.3
-0.8451,-3.0987,-12.282
-0.7825,-3.0987,-12.261
-0.7199,-3.0987,-12.247
-0.6573,-3.0987,-12.235
-0.5947,-3.0987,-12.227
-0.5321,-3.0987,-12.222
-0.4695,-3.0987,-12.219
-0.4069,-3.0987,-12.218
-0.3443,-3.0987,-12.218
-0.2817,-3.0987,-12.219
-0.2191,-3.0987,-12.219
-0.1565,-3.0987,-12.219
-0.0939,-3.0987,-12.219
-0.0313,-3.0987,-12.219
0.0313,-3.0987,-12.219
0.0939,-3.0987,-12.219
0.1565,-3.0987,-12.219
0.2191,-3.0987,-12.218
0.2817,-3.0987,-12.218
0.3443,-3.0987,-12.219
0.4069,-3.0987,-12.219
0.4695,-3.0987,-12.221
0.5321,-3.0987,-12.225
0.5947,-3.0987,-12.232
0.6573,-3.0987,-12.24
0.7199,-3.0987,-12.25
0.7825,-3.0987,-12.264
0.8451,-3.0987,-12.287
0.9077,-3.0987,-12.316
0.9703,-3.0987,-12.332
1.0329,-3.0987,-12.356
1.0955,-3.0987,-12.357
1.1581,-3.0987,-12.35
1.2207,-3.0987,-12.348
1.2833,-3.0987,-12.327
1.3459,-3.0987,-12.3
1.4085,-3.0987,-12.285
1.4711,-3.0987,-12.271
1.5337,-3.0987,-12.267
1.5963,-3.0987,-12.265
1.6589,-3.0987,-12.262
1.7215,-3.0987,-12.263
1.7841,-3.0987,-12.26
1.8467,-3.0987,-12.265
1.9093,-3.0987,-12.266
