-1.482500 -1.482500 11.680959
-1.482500 -1.447500 13.581960
-1.482500 -1.412500 13.722228
-1.482500 -1.377500 13.714001
-1.482500 -1.342500 14.229484
-1.482500 -1.307500 14.928018
-1.482500 -1.272500 15.357561
-1.482500 -1.237500 15.571572
-1.482500 -1.202500 15.856139
-1.482500 -1.167500 16.120664
-1.482500 -1.132500 16.183836
-1.482500 -1.097500 16.159917
-1.482500 -1.062500 16.168110
-1.482500 -1.027500 16.254250
-1.482500 -0.992500 16.443717
-1.482500 -0.957500 16.674887
-1.482500 -0.922500 16.905618
-1.482500 -0.887500 16.984125
-1.482500 -0.852500 16.704038
-1.482500 -0.817500 16.086088
-1.482500 -0.782500 15.302507
-1.482500 -0.747500 14.647382
-1.482500 -0.712500 14.249447
-1.482500 -0.677500 13.836662
-1.482500 -0.642500 13.309101
-1.482500 -0.607500 13.011210
-1.482500 -0.572500 13.058571
-1.482500 -0.537500 12.971165
-1.482500 -0.502500 12.414527
-1.482500 -0.467500 11.694898
-1.482500 -0.432500 11.124358
-1.482500 -0.397500 10.788122
-1.482500 -0.362500 10.706040
-1.482500 -0.327500 10.693217
-1.482500 -0.292500 10.478183
-1.482500 -0.257500 10.066118
-1.482500 -0.222500 9.861255
-1.482500 -0.187500 9.995801
-1.482500 -0.152500 9.984173
-1.482500 -0.117500 9.700184
-1.482500 -0.082500 9.588137
-1.482500 -0.047500 9.743385
-1.482500 -0.012500 9.843170
-1.482500 0.022500 9.770767
-1.482500 0.057500 9.745021
-1.482500 0.092500 9.899250
-1.482500 0.127500 10.085507
-1.482500 0.162500 10.143816
-1.482500 0.197500 10.119285
-1.482500 0.232500 10.227287
-1.482500 0.267500 10.397705
-1.482500 0.302500 10.331339
-1.482500 0.337500 10.237274
-1.482500 0.372500 10.376324
-1.482500 0.407500 10.388769
-1.482500 0.442500 10.138649
-1.482500 0.477500 9.988057
-1.482500 0.512500 10.049217
-1.482500 0.547500 10.167228
-1.482500 0.582500 10.114586
-1.482500 0.617500 9.760487
-1.482500 0.652500 9.342599
-1.482500 0.687500 9.176421
-1.482500 0.722500 9.308772
-1.482500 0.757500 9.640323
-1.482500 0.792500 10.087010
-1.482500 0.827500 10.498265
-1.482500 0.862500 10.649986
-1.482500 0.897500 10.510608
-1.482500 0.932500 10.349666
-1.482500 0.967500 10.362259
-1.482500 1.002500 10.298404
-1.482500 1.037500 9.921927
-1.482500 1.072500 9.539782
-1.482500 1.107500 9.547835
-1.482500 1.142500 9.901121
-1.482500 1.177500 10.307680
-1.482500 1.212500 10.543634
-1.482500 1.247500 10.563648
-1.482500 1.282500 10.467893
-1.482500 1.317500 10.290049
-1.482500 1.352500 10.084552
-1.482500 1.387500 10.152552
-1.482500 1.422500 10.493026
-1.482500 1.457500 10.596035
-1.482500 1.492500 10.310691
-1.482500 1.527500 10.023050
-1.482500 1.562500 9.925721
-1.482500 1.597500 9.808616
-1.482500 1.632500 9.582025
-1.482500 1.667500 9.514058
-1.482500 1.702500 9.721724
-1.482500 1.737500 10.027365
-1.482500 1.772500 10.326238
-1.482500 1.807500 10.456001
-1.482500 1.842500 10.181491
-1.482500 1.877500 9.760927
-1.482500 1.912500 9.848211
-1.482500 1.947500 10.329381
-1.482500 1.982500 9.635391

-1.447500 -1.482500 13.283637
-1.447500 -1.447500 15.286245
-1.447500 -1.412500 15.428812
-1.447500 -1.377500 15.533872
-1.447500 -1.342500 16.077049
-1.447500 -1.307500 16.616300
-1.447500 -1.272500 16.983279
-1.447500 -1.237500 17.452501
-1.447500 -1.202500 18.162835
-1.447500 -1.167500 18.688163
-1.447500 -1.132500 18.678551
-1.447500 -1.097500 18.374863
-1.447500 -1.062500 18.217422
-1.447500 -1.027500 18.436896
-1.447500 -0.992500 18.805742
-1.447500 -0.957500 18.994846
-1.447500 -0.922500 19.120364
-1.447500 -0.887500 19.232731
-1.447500 -0.852500 19.032682
-1.447500 -0.817500 18.507522
-1.447500 -0.782500 17.922734
-1.447500 -0.747500 17.363500
-1.447500 -0.712500 16.787000
-1.447500 -0.677500 16.186689
-1.447500 -0.642500 15.604472
-1.447500 -0.607500 15.187726
-1.447500 -0.572500 15.004073
-1.447500 -0.537500 14.755281
-1.447500 -0.502500 14.198636
-1.447500 -0.467500 13.543175
-1.447500 -0.432500 12.956040
-1.447500 -0.397500 12.489174
-1.447500 -0.362500 12.204471
-1.447500 -0.327500 11.961966
-1.447500 -0.292500 11.636507
-1.447500 -0.257500 11.356942
-1.447500 -0.222500 11.375466
-1.447500 -0.187500 11.585848
