9516.57 5129.65 1328
686.782 1483.18 1323
-954.913 1029.25 1463
-7735.43 -174.459 1654
1613.61 4357.13 2149
7821.61 7581.97 2597
-4716.13 455.622 3143
16839 13240 4367
2538.52 3129.78 4730
-10102.2 -11345 6093
17684.9 9901.98 8926
23250.8 2136.06 12263
57464.1 26164.9 18458
80883.1 29733.4 26647
139421 25720.2 58486
382274 -99129.7 210415
121964 -215574 133771
14607.5 -35182.3 23779
8318.8 -15530.1 16599
1211.35 -17914.7 13817
3830.63 -6714.94 12243
-67.623 -8927.17 10621
-905.405 -5714.96 10551
-3991.63 -3317.18 9010
-6187.05 -2111.59 7584
-7571.16 -3380.15 7381
-10024.8 -687.574 7100
-13316.4 208.444 6170
-10751.4 7125.49 5651
-12483.2 8496.4 5418
-13821.5 5764.7 4936
-8385.42 6530.62 4042
-8378.25 537.837 3429
-2484.38 3929.69 3238
-2935.98 1176.54 2767
-3474.34 -1155.54 2794
-4569.55 -3901.12 2267
-5367.47 -5449.99 2320
342.997 -357.504 2588
-930.881 -2722.34 2087
-3623.42 -11791 2466
-727.409 -7366.75 3970
-1923.36 -11638.6 4211
1096.48 -7618.83 5654
7052.61 -1140.22 6636
7797.61 -10070.1 8096
19303.2 -6218.69 9728
26537.5 -842.1 10550
29486.2 1818.61 12243
30008.9 3066.01 13671
29567.9 5336.03 15402
24086.2 4581.42 16271
17625.2 8518.4 17052
6628.17 6874.19 16183
-1518.43 5265.62 16308
-10712.2 603.31 14482
1193.48 4504.12 12381
3387.52 -108.011 11076
7045.29 7068.62 9519
2238.9 3253.2 8875
-3644.78 617.387 9112
-8225.79 -1515.94 9244
-8965.95 -4024.25 7947
-9666.99 -7079.13 6433
-6787.11 -5002.85 5036
-4940.93 -5381.42 3672
-4236.41 -3775.76 2749
-5078.56 -1469.26 2562
-3029.16 -1598.79 1737
-2084.51 -1404.5 1242
-347.236 -489.131 846
-1841.02 425.165 885
-1409.56 1080.95 777
-1127.56 1540.19 912
-1603.49 669.493 1049
-1936.8 848.473 1112
-2414.17 712.401 1020
-1152.24 1416.07 1036
-4520.68 -9650.12 1177
-79.4119 1221.17 1071
-445.363 1987.25 1333
-708.534 2297.32 1609
-741.34 1415 1796
1075.6 2268.56 2037
1423.78 2940.02 2696
4825.4 2819.11 3704
9210.64 4809.66 4457
5677.59 425.175 5480
10162 -4467.38 8671
28390.7 3357.84 11284
48984.6 2600.48 16302
79883.8 9832 23388
108984 9327.42 34943
410362 -38475.8 161389
300862 -218189 176762
49385.9 -76970.7 38734
25855.7 -34521 20011
11822.2 -25349.6 14394
8258.81 -18389.3 11582
5466.07 -19957.9 10214
1952.22 -16990.2 8963
1507.34 -9452.3 8454
318.615 -7426.63 7385
-5304.38 -10446.6 6599
-5109.55 -5722.24 6589
-4537.31 -1757.5 5799
-7254.94 -557.159 5412
-8897.92 3137.71 5111
-8769.81 5611.21 4833
-5675.21 7035.27 4042
-5647.61 526.971 3860
-4234.88 -434.079 3692
-2891.13 -372.807 3251
-1001.93 -288.635 3161
-3216.44 -2576 3404
-3594.85 -2754.5 3124
-1520.31 -5242.02 3746
2025.89 -1928.43 3148
2597.34 -2203.01 3089
382.59 -1288.56 3915
-1122.94 -3605.44 4417
3610.33 -6659.24 5416
7624.77 -8107.39 6899
11404.4 -8152.24 7788
17780.2 -11589.8 9632
27995 -7409.6 10398
32363.4 -3514.65 11206
34736 -1287.39 12300
36740.7 2011.47 13501
36174 1132.91 14239
32941.3 3785.48 16048
27891.8 8366.88 16105
15158.3 202.237 14968
8178.06 -5200.75 15430
4091.69 -11582.3 14286
4107.09 -11508.1 11959
6234.46 -10433.7 10314
3662.17 -6132.74 9014
664.326 -5044.15 8764
-3124.97 -6512.42 9228
-5813.18 -7021.71 8466
-7669.26 -8801.76 6995
-5626.35 -9728.2 5853
-3383.04 -8343.84 3949
-2315.77 -6767.01 3116
-2846.59 -3838.42 2624
-1935.14 -3442.97 3800
-1293.43 -4405.52 11315
-1568.68 -1436.39 1331
-973.843 -1455.81 985
-2614.02 -143.678 933
-1212.08 1139.48 820
-1420.98 455.76 850
-2074.02 -61.1198 807
-1549.54 169.009 983
60.8958 1262.96 1018
-513.311 1212.06 1008
-1957.41 -1687.42 1084
149.694 1616.1 1131
-1973.88 1657.03 1482
-131.024 2316.38 1699
760.707 2395 2049
1924.58 2130.58 2347
3322.6 675.747 3411
8445.97 1785.82 4437
15751.2 3579.37 5716
17963 2118.58 7597
30254.4 1469.58 10087
51612.6 3204.21 14404
79595.1 -5310.12 21841
108533 -14350.7 31116
226334 -16323 73470
424269 -171322 179560
99531 -86511.8 52049
48497.3 -49570.9 25285
29176.9 -34195.8 16483
17365 -22977.6 12008
